1  341.322	8.150408e-02	3.882774e-01	1.398233e-01	3.076817e+00	-1.911176e+01	-7.456860e-02	1.315041e-01	4.801268e-01	
5  341.629	8.602351e-02	3.246217e-01	1.395958e-01	3.080184e+00	-1.912345e+01	-7.199997e-02	1.360235e-01	5.392631e-01	
1  341.563	2.035646e-01	1.802287e-01	1.387580e-01	3.098061e+00	-1.910135e+01	-7.819096e-02	2.535646e-01	5.661151e-01	
4  341.457	6.793495e-02	4.035627e-01	1.399154e-01	3.074817e+00	-1.911461e+01	-7.378706e-02	1.179350e-01	4.784107e-01	
7  342.348	6.793495e-02	4.035627e-01	1.357322e-01	3.113380e+00	-1.912080e+01	-4.150576e-02	1.179350e-01	4.784107e-01	
1  343.099	-1.891511e-02	7.005890e-01	1.369912e-01	3.091392e+00	-1.909605e+01	-4.612534e-02	3.108489e-02	2.682345e-01	
6  342.724	-1.593464e-03	6.116909e-01	1.366404e-01	3.097146e+00	-1.910739e+01	-4.377138e-02	4.840654e-02	3.398109e-01	
9  342.075	1.288679e-01	3.166269e-01	1.352573e-01	3.123205e+00	-1.911195e+01	-4.413149e-02	1.788679e-01	5.044136e-01	
3  341.164	1.288679e-01	3.166269e-01	1.421404e-01	3.110805e+00	-1.910498e+01	-7.379131e-02	1.788679e-01	5.044136e-01	
1  341.143	1.825982e-01	1.665744e-01	1.414749e-01	3.122854e+00	-1.911302e+01	-7.256147e-02	2.325982e-01	6.007357e-01	
7  342.681	1.825982e-01	1.665744e-01	1.370176e-01	3.124939e+00	-1.910027e+01	-5.263141e-02	2.325982e-01	6.007357e-01	
1  342.394	1.825982e-01	1.665744e-01	1.424943e-01	3.224292e+00	-1.911348e+01	-8.138147e-02	2.325982e-01	6.007357e-01	
2  342.85	1.825982e-01	1.665744e-01	1.451595e-01	3.201515e+00	-1.909580e+01	-7.204358e-02	2.325982e-01	6.007357e-01	
2  342.78	1.302374e-01	2.442609e-01	1.455777e-01	3.192935e+00	-1.910276e+01	-6.993123e-02	1.802374e-01	5.754101e-01	
2  343.705	1.302374e-01	2.442609e-01	1.490465e-01	3.084558e+00	-1.909025e+01	-8.330455e-02	1.802374e-01	5.754101e-01	
8  342.818	1.302374e-01	2.442609e-01	1.411278e-01	3.057270e+00	-1.910967e+01	-5.010858e-02	1.802374e-01	5.754101e-01	
1  343.237	2.950830e-02	5.349382e-01	1.424070e-01	3.034251e+00	-1.909257e+01	-5.286688e-02	7.950830e-02	3.854619e-01	
4  344.087	3.692792e-02	6.304865e-01	1.427059e-01	3.030552e+00	-1.906859e+01	-5.831336e-02	8.692792e-02	2.824939e-01	
6  344.748	3.692792e-02	6.304865e-01	1.443474e-01	3.119964e+00	-1.908258e+01	-3.755272e-02	8.692792e-02	2.824939e-01	
1  343.954	3.692792e-02	6.304865e-01	1.447105e-01	3.037956e+00	-1.906967e+01	-6.132336e-02	8.692792e-02	2.824939e-01	
2  343.297	1.079504e-02	6.002232e-01	1.446871e-01	3.036858e+00	-1.908804e+01	-5.693436e-02	6.079504e-02	3.388900e-01	
1  344.462	1.079504e-02	6.002232e-01	1.430742e-01	3.058428e+00	-1.906180e+01	-9.786288e-02	6.079504e-02	3.388900e-01	
7  344.224	1.079504e-02	6.002232e-01	1.516187e-01	3.000404e+00	-1.908931e+01	-9.646529e-02	6.079504e-02	3.388900e-01	
1  343.503	1.079504e-02	6.002232e-01	1.480107e-01	3.175255e+00	-1.911137e+01	-7.328059e-02	6.079504e-02	3.388900e-01	
2  342.472	1.079504e-02	6.002232e-01	1.424652e-01	3.153289e+00	-1.910926e+01	-7.454834e-02	6.079504e-02	3.388900e-01	
4  342.4	3.592830e-04	5.708832e-01	1.423979e-01	3.153646e+00	-1.912032e+01	-7.196218e-02	5.035928e-02	3.786658e-01	
2  342.188	3.592830e-04	5.708832e-01	1.401119e-01	3.087427e+00	-1.911937e+01	-7.518855e-02	5.035928e-02	3.786658e-01	
5  342.15	1.319839e-01	1.776850e-01	1.383954e-01	3.118124e+00	-1.914458e+01	-7.093865e-02	1.819839e-01	6.402395e-01	
7  341.566	2.057247e-01	1.094603e-01	1.379450e-01	3.128308e+00	-1.912589e+01	-7.590284e-02	2.557247e-01	6.347233e-01	
1  341.965	5.526736e-02	3.928358e-01	1.393487e-01	3.100879e+00	-1.913291e+01	-7.273835e-02	1.052674e-01	5.018051e-01	
6  345.46	5.526736e-02	3.928358e-01	1.509471e-01	2.962677e+00	-1.913908e+01	-9.150313e-02	1.052674e-01	5.018051e-01	
1  345.308	5.526736e-02	3.928358e-01	1.463019e-01	2.976279e+00	-1.909427e+01	-1.026232e-01	1.052674e-01	5.018051e-01	
4  343.649	5.526736e-02	3.928358e-01	1.491547e-01	3.020981e+00	-1.910623e+01	-7.708304e-02	1.052674e-01	5.018051e-01	
2  343.667	9.359335e-02	4.695649e-01	1.492978e-01	3.021100e+00	-1.907230e+01	-8.508230e-02	1.435934e-01	3.867500e-01	
3  343.196	9.359335e-02	4.695649e-01	1.486219e-01	3.125537e+00	-1.910134e+01	-6.412524e-02	1.435934e-01	3.867500e-01	
3  344.483	1.132978e-01	4.941244e-01	1.486454e-01	3.126285e+00	-1.908711e+01	-6.751866e-02	1.632978e-01	3.424862e-01	
5  344.324	1.132978e-01	4.941244e-01	1.414127e-01	3.169266e+00	-1.908069e+01	-5.005335e-02	1.632978e-01	3.424862e-01	
