3  406.994	2.225623e+00	1.133008e-01	1.042414e+00	-9.717571e-01	3.267181e-01	1.500000e-01	3.559000e+00	-1.902000e+01	-1.000000e-01	6.506210e+01	3.202329e-01	
5  401.515	2.220458e+00	1.134872e-01	1.042304e+00	-9.490360e-01	2.292650e-01	1.500000e-01	3.559000e+00	-1.902000e+01	-1.000000e-01	6.526092e+01	3.186010e-01	
2  403.01	2.220458e+00	1.134872e-01	1.042304e+00	-9.490360e-01	2.292650e-01	1.494039e-01	3.592423e+00	-1.902032e+01	-9.982373e-02	6.526092e+01	3.186010e-01	
5  392.517	2.201448e+00	1.126518e-01	1.041703e+00	-9.893481e-01	2.796844e-01	1.494039e-01	3.592423e+00	-1.902032e+01	-9.982373e-02	6.629138e+01	3.064396e-01	
2  392.447	2.201448e+00	1.126518e-01	1.041703e+00	-9.893481e-01	2.796844e-01	1.491615e-01	3.601735e+00	-1.902250e+01	-9.655662e-02	6.629138e+01	3.064396e-01	
5  390.207	2.201448e+00	1.126518e-01	1.041703e+00	-9.893481e-01	2.796844e-01	1.483505e-01	3.577097e+00	-1.902620e+01	-9.052031e-02	6.629138e+01	3.064396e-01	
1  390.324	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.483505e-01	3.577097e+00	-1.902620e+01	-9.052031e-02	6.607678e+01	3.132100e-01	
1  389.924	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.489191e-01	3.586553e+00	-1.903079e+01	-8.332641e-02	6.607678e+01	3.132100e-01	
1  387.754	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.493047e-01	3.563476e+00	-1.903377e+01	-8.113717e-02	6.607678e+01	3.132100e-01	
7  386.08	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.481538e-01	3.588941e+00	-1.904210e+01	-7.594322e-02	6.607678e+01	3.132100e-01	
1  382.003	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.483571e-01	3.552598e+00	-1.904946e+01	-7.034676e-02	6.607678e+01	3.132100e-01	
1  380.76	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.481093e-01	3.571578e+00	-1.905449e+01	-7.143392e-02	6.607678e+01	3.132100e-01	
1  378.056	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.451009e-01	3.597193e+00	-1.906234e+01	-7.717773e-02	6.607678e+01	3.132100e-01	
6  374.676	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.460977e-01	3.571295e+00	-1.906732e+01	-7.993273e-02	6.607678e+01	3.132100e-01	
3  374.329	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.442716e-01	3.564365e+00	-1.906722e+01	-7.840264e-02	6.607678e+01	3.132100e-01	
1  375.317	2.200987e+00	1.147420e-01	1.041855e+00	-9.884541e-01	2.434003e-01	1.428302e-01	3.544995e+00	-1.906227e+01	-7.508858e-02	6.607678e+01	3.132100e-01	
2  374.918	2.237279e+00	1.134321e-01	1.041583e+00	-9.585788e-01	2.065281e-01	1.428302e-01	3.544995e+00	-1.906227e+01	-7.508858e-02	6.591562e+01	3.125639e-01	
