1  348.173	6.696022e+01	2.224860e+00	1.180176e-01	-9.191084e-01	-3.285550e-01	
4  345.733	6.809381e+01	2.215063e+00	1.174327e-01	-9.906023e-01	-3.434624e-01	
3  344.077	6.831639e+01	2.211827e+00	1.171808e-01	-1.026613e+00	-4.222507e-01	
2  343.328	6.833797e+01	2.211141e+00	1.174006e-01	-1.079811e+00	-4.115481e-01	
1  344.241	6.770774e+01	2.249896e+00	1.205015e-01	-1.049809e+00	-4.224291e-01	
1  343.932	6.804338e+01	2.231263e+00	1.153330e-01	-1.031190e+00	-4.030976e-01	
2  344.264	6.799939e+01	2.206871e+00	1.133487e-01	-1.038918e+00	-4.517528e-01	
1  345.923	6.740695e+01	2.184908e+00	1.123479e-01	-1.005518e+00	-4.177296e-01	
4  346.414	6.743051e+01	2.209351e+00	1.112393e-01	-1.046991e+00	-5.449741e-01	
3  344.75	6.786715e+01	2.180255e+00	1.136891e-01	-1.014485e+00	-4.947499e-01	
2  344.47	6.758156e+01	2.192964e+00	1.176203e-01	-9.888134e-01	-5.347243e-01	
3  343.811	6.812613e+01	2.249067e+00	1.152890e-01	-1.063866e+00	-5.672321e-01	
2  343.561	6.893716e+01	2.237499e+00	1.165389e-01	-1.063607e+00	-5.229016e-01	
1  344.897	6.993480e+01	2.247211e+00	1.168158e-01	-1.136631e+00	-5.768109e-01	
3  343.997	6.948345e+01	2.268633e+00	1.154765e-01	-1.143980e+00	-5.585931e-01	
2  345.086	6.807734e+01	2.269648e+00	1.180204e-01	-1.101412e+00	-5.282733e-01	
4  343.103	6.853106e+01	2.265738e+00	1.201850e-01	-1.085001e+00	-4.893461e-01	
3  343.029	6.831527e+01	2.287814e+00	1.187953e-01	-1.038764e+00	-5.622696e-01	
1  343.442	6.883735e+01	2.285420e+00	1.129374e-01	-1.056723e+00	-5.755752e-01	
1  343.79	6.818399e+01	2.274324e+00	1.149555e-01	-9.918384e-01	-5.619427e-01	
4  343.82	6.814799e+01	2.250477e+00	1.145403e-01	-1.006853e+00	-5.339346e-01	
3  343.358	6.823855e+01	2.220212e+00	1.162254e-01	-1.026799e+00	-6.381281e-01	
1  344.291	6.943493e+01	2.192660e+00	1.168805e-01	-1.086864e+00	-6.809706e-01	
3  343.891	6.880330e+01	2.175552e+00	1.150808e-01	-1.057761e+00	-6.459839e-01	
2  343.982	6.930634e+01	2.167730e+00	1.167054e-01	-1.138816e+00	-5.986017e-01	
2  343.582	6.867601e+01	2.160430e+00	1.196236e-01	-1.121775e+00	-5.714980e-01	
1  344.092	6.801870e+01	2.114844e+00	1.192227e-01	-1.068667e+00	-6.478347e-01	
1  343.332	6.805638e+01	2.086068e+00	1.252498e-01	-1.033006e+00	-6.543377e-01	
1  343.366	6.822456e+01	2.102643e+00	1.259803e-01	-1.007238e+00	-7.205101e-01	
6  343.24	6.839175e+01	2.120797e+00	1.261433e-01	-1.029859e+00	-6.398144e-01	
6  343.856	6.800995e+01	2.139493e+00	1.272072e-01	-1.055061e+00	-7.185118e-01	
2  343.853	6.770251e+01	2.149197e+00	1.250404e-01	-1.014569e+00	-6.856432e-01	
1  345.042	6.911298e+01	2.119259e+00	1.247033e-01	-1.031965e+00	-6.508315e-01	
4  343.701	6.908754e+01	2.106314e+00	1.232762e-01	-1.081685e+00	-5.961549e-01	
1  343.452	6.897469e+01	2.110142e+00	1.204282e-01	-1.098468e+00	-7.212458e-01	
10  343.348	6.800337e+01	2.130399e+00	1.236048e-01	-1.029476e+00	-6.521285e-01	
4  346.786	6.838197e+01	2.133304e+00	1.271593e-01	-9.604494e-01	-5.493222e-01	
2  343.676	6.850437e+01	2.153816e+00	1.321888e-01	-1.047396e+00	-5.307755e-01	
2  344.176	6.843297e+01	2.131301e+00	1.302712e-01	-1.028627e+00	-4.658988e-01	
5  344.249	6.782331e+01	2.127536e+00	1.328063e-01	-1.021037e+00	-4.954345e-01	
7  344.34	6.774066e+01	2.144865e+00	1.320850e-01	-1.028327e+00	-5.107986e-01	
4  344.197	6.819185e+01	2.164605e+00	1.324449e-01	-1.077946e+00	-5.600492e-01	
2  343.133	6.886937e+01	2.135904e+00	1.293943e-01	-1.099417e+00	-5.369537e-01	
3  343.171	6.893030e+01	2.111043e+00	1.296101e-01	-1.126326e+00	-5.478650e-01	
4  343.399	6.861922e+01	2.077077e+00	1.308191e-01	-1.065289e+00	-5.261888e-01	
1  344.194	6.906979e+01	2.048644e+00	1.325221e-01	-1.183321e+00	-6.126815e-01	
3  343.521	6.937918e+01	2.092214e+00	1.291984e-01	-1.127896e+00	-6.038298e-01	
1  346.496	6.993101e+01	2.134442e+00	1.312490e-01	-1.105564e+00	-5.043066e-01	
3  346.914	7.056172e+01	2.179282e+00	1.299258e-01	-1.184188e+00	-6.000808e-01	
5  344.188	6.921305e+01	2.175697e+00	1.323754e-01	-1.150774e+00	-5.201549e-01	
1  345.238	6.910104e+01	2.146899e+00	1.305756e-01	-1.186906e+00	-5.938056e-01	
5  344.243	6.925419e+01	2.163710e+00	1.289807e-01	-1.161172e+00	-6.209395e-01	
3  344.339	6.967118e+01	2.147678e+00	1.307439e-01	-1.164922e+00	-6.014583e-01	
10  345.392	6.990752e+01	2.141203e+00	1.284798e-01	-1.231728e+00	-5.489641e-01	
7  345.505	7.030709e+01	2.109295e+00	1.276006e-01	-1.204067e+00	-5.301175e-01	
3  346.499	7.049459e+01	2.109724e+00	1.281354e-01	-1.184291e+00	-5.984547e-01	
1  343.229	6.851505e+01	2.053115e+00	1.296149e-01	-1.115462e+00	-5.980624e-01	
1  343.174	6.828049e+01	2.014610e+00	1.322039e-01	-1.086086e+00	-5.965353e-01	
8  343.407	6.881091e+01	2.052879e+00	1.351912e-01	-1.126067e+00	-5.785159e-01	
3  346.435	7.038624e+01	2.095057e+00	1.355408e-01	-1.192537e+00	-5.417500e-01	
1  344.154	6.925028e+01	2.119014e+00	1.351520e-01	-1.165421e+00	-4.840070e-01	
1  344.443	6.960570e+01	2.108314e+00	1.311111e-01	-1.122618e+00	-5.166832e-01	
1  343.825	6.888493e+01	2.114207e+00	1.300700e-01	-1.152470e+00	-5.701719e-01	
2  343.998	6.968854e+01	2.072234e+00	1.300145e-01	-1.180540e+00	-5.796200e-01	
2  343.492	6.931615e+01	2.022385e+00	1.343579e-01	-1.149040e+00	-5.374017e-01	
6  343.404	6.828681e+01	2.025014e+00	1.338448e-01	-1.105191e+00	-5.296019e-01	
1  343.593	6.805834e+01	1.974457e+00	1.346715e-01	-1.076728e+00	-4.778606e-01	
8  344.905	6.827425e+01	1.981156e+00	1.340002e-01	-1.037065e+00	-4.389293e-01	
3  343.613	6.826293e+01	1.973608e+00	1.365750e-01	-1.115299e+00	-3.245373e-01	
1  343.892	6.917642e+01	1.984212e+00	1.402766e-01	-1.156335e+00	-3.900772e-01	
3  343.988	6.887411e+01	2.006192e+00	1.407326e-01	-1.128699e+00	-3.864986e-01	
3  344.81	6.806513e+01	2.009824e+00	1.422575e-01	-1.110193e+00	-3.750516e-01	
2  345.57	6.835265e+01	2.001473e+00	1.428856e-01	-1.183361e+00	-3.351471e-01	
3  344.737	6.909298e+01	2.007222e+00	1.428486e-01	-1.192026e+00	-4.730140e-01	
3  344.079	6.856770e+01	2.005391e+00	1.413103e-01	-1.121859e+00	-3.435715e-01	
1  344.52	6.833478e+01	2.017403e+00	1.413671e-01	-1.146370e+00	-2.945868e-01	
1  344.211	6.881472e+01	2.029423e+00	1.410316e-01	-1.172551e+00	-2.090748e-01	
1  344.311	6.921620e+01	2.018750e+00	1.408227e-01	-1.177831e+00	-2.091962e-01	
3  346.954	6.722981e+01	1.963434e+00	1.412897e-01	-1.100822e+00	-1.696644e-01	
