3  346.968	6.736637e+01	2.218356e+00	1.192887e-01	2.263954e+00	9.611798e-01	7.274113e-02	-9.403317e-01	-3.311807e-01	6.744271e-01	
1  346.702	6.724657e+01	2.213479e+00	1.203649e-01	2.217644e+00	9.573529e-01	6.107819e-02	-9.384504e-01	-3.437369e-01	6.624795e-01	
1  347.011	6.689717e+01	2.214678e+00	1.176759e-01	2.279477e+00	9.525253e-01	9.055484e-02	-9.546868e-01	-3.298301e-01	6.765747e-01	
1  345.762	6.714753e+01	2.214210e+00	1.174438e-01	2.271588e+00	9.499801e-01	7.958473e-02	-1.011395e+00	-3.734425e-01	6.777476e-01	
5  345.384	6.720404e+01	2.220549e+00	1.185564e-01	2.359428e+00	9.433629e-01	9.195007e-02	-9.999883e-01	-3.884469e-01	6.755210e-01	
1  345.149	6.736684e+01	2.220832e+00	1.176598e-01	2.359681e+00	9.458908e-01	9.407225e-02	-9.903729e-01	-3.765984e-01	6.834865e-01	
1  344.44	6.776216e+01	2.197031e+00	1.188793e-01	2.298956e+00	9.450402e-01	9.003340e-02	-1.013589e+00	-3.559728e-01	6.765774e-01	
1  344.77	6.741937e+01	2.190829e+00	1.196587e-01	2.242240e+00	9.435549e-01	6.237948e-02	-1.019806e+00	-4.119556e-01	6.737850e-01	
2  344.728	6.752451e+01	2.207067e+00	1.189954e-01	2.224748e+00	9.435628e-01	5.815297e-02	-9.931877e-01	-4.011038e-01	6.763368e-01	
2  344.442	6.853172e+01	2.214167e+00	1.223092e-01	2.208221e+00	9.431262e-01	3.794350e-02	-1.014935e+00	-4.316698e-01	6.797057e-01	
4  344.811	6.834003e+01	2.228736e+00	1.199394e-01	2.188829e+00	9.408548e-01	4.749962e-02	-9.975286e-01	-4.252759e-01	6.896020e-01	
3  343.615	6.835888e+01	2.221863e+00	1.206159e-01	2.174281e+00	9.451071e-01	5.933448e-02	-1.042623e+00	-3.725913e-01	7.050140e-01	
1  344.219	6.768748e+01	2.222504e+00	1.202970e-01	2.181388e+00	9.403016e-01	6.033292e-02	-1.053384e+00	-3.472586e-01	6.895591e-01	
1  344.681	6.747799e+01	2.229909e+00	1.207648e-01	2.117005e+00	9.456265e-01	5.383470e-02	-1.022373e+00	-3.062270e-01	6.905545e-01	
1  344.326	6.842555e+01	2.252140e+00	1.221291e-01	2.112733e+00	9.519527e-01	4.966706e-02	-1.030971e+00	-2.851131e-01	6.924189e-01	
1  344.19	6.787517e+01	2.235891e+00	1.225945e-01	2.067126e+00	9.549915e-01	5.212470e-02	-1.022256e+00	-2.971157e-01	7.023309e-01	
3  344.105	6.802511e+01	2.240105e+00	1.220594e-01	2.000226e+00	9.490699e-01	5.200661e-02	-1.029834e+00	-2.740066e-01	7.039660e-01	
1  344.383	6.771884e+01	2.227489e+00	1.224395e-01	1.957121e+00	9.448899e-01	4.747172e-02	-1.015181e+00	-3.257264e-01	7.180558e-01	
1  343.82	6.787348e+01	2.234173e+00	1.219303e-01	1.904504e+00	9.518858e-01	5.740246e-02	-1.057078e+00	-3.466341e-01	7.327388e-01	
2  343.595	6.828611e+01	2.238159e+00	1.221828e-01	1.831988e+00	9.539610e-01	4.336461e-02	-1.051622e+00	-3.140662e-01	7.397629e-01	
1  343.274	6.840245e+01	2.229910e+00	1.227258e-01	1.825497e+00	9.550813e-01	4.008667e-02	-1.103557e+00	-3.340733e-01	7.379753e-01	
2  344.35	6.821436e+01	2.262629e+00	1.246283e-01	1.935505e+00	9.512576e-01	4.370772e-02	-1.108147e+00	-3.779091e-01	7.382068e-01	
1  343.765	6.876523e+01	2.241540e+00	1.240135e-01	1.989285e+00	9.445002e-01	5.188289e-02	-1.147839e+00	-3.530989e-01	7.309683e-01	
2  344.006	6.973763e+01	2.247591e+00	1.229821e-01	1.935871e+00	9.468424e-01	5.630430e-02	-1.169409e+00	-3.813867e-01	7.320360e-01	
1  344.343	6.986811e+01	2.259295e+00	1.213494e-01	1.947637e+00	9.483106e-01	4.506610e-02	-1.159276e+00	-3.266245e-01	7.294221e-01	
1  343.341	6.925154e+01	2.245276e+00	1.231323e-01	1.965386e+00	9.505341e-01	4.206883e-02	-1.149808e+00	-3.426337e-01	7.385930e-01	
1  344.523	6.920772e+01	2.252375e+00	1.221612e-01	1.945745e+00	9.574172e-01	3.670223e-02	-1.195968e+00	-3.319385e-01	7.381260e-01	
